Round,Date,Day,Time,GameTimePK,Statement
8,15/06/2019,Sat,19:00,r8_sat_20190615_1900,"r8_sat_20190615_1900 = GameTime(round= 8, when=datetime(year=2019, month=6, day=15, hour=19, minute=0))"
8,16/06/2019,Sun,08:30,r8_sun_20190616_0830,"r8_sun_20190616_0830 = GameTime(round= 8, when=datetime(year=2019, month=6, day=16, hour=8, minute=30))"
8,16/06/2019,Sun,10:00,r8_sun_20190616_1000,"r8_sun_20190616_1000 = GameTime(round= 8, when=datetime(year=2019, month=6, day=16, hour=10, minute=0))"
8,16/06/2019,Sun,11:30,r8_sun_20190616_1130,"r8_sun_20190616_1130 = GameTime(round= 8, when=datetime(year=2019, month=6, day=16, hour=11, minute=30))"
8,16/06/2019,Sun,13:00,r8_sun_20190616_1300,"r8_sun_20190616_1300 = GameTime(round= 8, when=datetime(year=2019, month=6, day=16, hour=13, minute=0))"
8,16/06/2019,Sun,15:00,r8_sun_20190616_1500,"r8_sun_20190616_1500 = GameTime(round= 8, when=datetime(year=2019, month=6, day=16, hour=15, minute=0))"
9,21/06/2019,Fri,18:00,r9_fri_20190621_1800,"r9_fri_20190621_1800 = GameTime(round= 9, when=datetime(year=2019, month=6, day=21, hour=18, minute=0))"
9,21/06/2019,Fri,19:30,r9_fri_20190621_1930,"r9_fri_20190621_1930 = GameTime(round= 9, when=datetime(year=2019, month=6, day=21, hour=19, minute=30))"
9,22/06/2019,Sat,08:30,r9_sat_20190622_0830,"r9_sat_20190622_0830 = GameTime(round= 9, when=datetime(year=2019, month=6, day=22, hour=8, minute=30))"
9,22/06/2019,Sat,10:00,r9_sat_20190622_1000,"r9_sat_20190622_1000 = GameTime(round= 9, when=datetime(year=2019, month=6, day=22, hour=10, minute=0))"
9,22/06/2019,Sat,11:30,r9_sat_20190622_1130,"r9_sat_20190622_1130 = GameTime(round= 9, when=datetime(year=2019, month=6, day=22, hour=11, minute=30))"
9,22/06/2019,Sat,13:00,r9_sat_20190622_1300,"r9_sat_20190622_1300 = GameTime(round= 9, when=datetime(year=2019, month=6, day=22, hour=13, minute=0))"
9,22/06/2019,Sat,15:00,r9_sat_20190622_1500,"r9_sat_20190622_1500 = GameTime(round= 9, when=datetime(year=2019, month=6, day=22, hour=15, minute=0))"
9,22/06/2019,Sat,17:00,r9_sat_20190622_1700,"r9_sat_20190622_1700 = GameTime(round= 9, when=datetime(year=2019, month=6, day=22, hour=17, minute=0))"
9,22/06/2019,Sat,19:00,r9_sat_20190622_1900,"r9_sat_20190622_1900 = GameTime(round= 9, when=datetime(year=2019, month=6, day=22, hour=19, minute=0))"
9,23/06/2019,Sun,08:30,r9_sun_20190623_0830,"r9_sun_20190623_0830 = GameTime(round= 9, when=datetime(year=2019, month=6, day=23, hour=8, minute=30))"
9,23/06/2019,Sun,10:00,r9_sun_20190623_1000,"r9_sun_20190623_1000 = GameTime(round= 9, when=datetime(year=2019, month=6, day=23, hour=10, minute=0))"
9,23/06/2019,Sun,11:30,r9_sun_20190623_1130,"r9_sun_20190623_1130 = GameTime(round= 9, when=datetime(year=2019, month=6, day=23, hour=11, minute=30))"
9,23/06/2019,Sun,13:00,r9_sun_20190623_1300,"r9_sun_20190623_1300 = GameTime(round= 9, when=datetime(year=2019, month=6, day=23, hour=13, minute=0))"
9,23/06/2019,Sun,15:00,r9_sun_20190623_1500,"r9_sun_20190623_1500 = GameTime(round= 9, when=datetime(year=2019, month=6, day=23, hour=15, minute=0))"
10,28/06/2019,Fri,18:00,r10_fri_20190628_1800,"r10_fri_20190628_1800 = GameTime(round= 10, when=datetime(year=2019, month=6, day=28, hour=18, minute=0))"
10,28/06/2019,Fri,19:30,r10_fri_20190628_1930,"r10_fri_20190628_1930 = GameTime(round= 10, when=datetime(year=2019, month=6, day=28, hour=19, minute=30))"
10,29/06/2019,Sat,08:30,r10_sat_20190629_0830,"r10_sat_20190629_0830 = GameTime(round= 10, when=datetime(year=2019, month=6, day=29, hour=8, minute=30))"
10,29/06/2019,Sat,10:00,r10_sat_20190629_1000,"r10_sat_20190629_1000 = GameTime(round= 10, when=datetime(year=2019, month=6, day=29, hour=10, minute=0))"
10,29/06/2019,Sat,11:30,r10_sat_20190629_1130,"r10_sat_20190629_1130 = GameTime(round= 10, when=datetime(year=2019, month=6, day=29, hour=11, minute=30))"
10,29/06/2019,Sat,13:00,r10_sat_20190629_1300,"r10_sat_20190629_1300 = GameTime(round= 10, when=datetime(year=2019, month=6, day=29, hour=13, minute=0))"
10,29/06/2019,Sat,15:00,r10_sat_20190629_1500,"r10_sat_20190629_1500 = GameTime(round= 10, when=datetime(year=2019, month=6, day=29, hour=15, minute=0))"
10,29/06/2019,Sat,17:00,r10_sat_20190629_1700,"r10_sat_20190629_1700 = GameTime(round= 10, when=datetime(year=2019, month=6, day=29, hour=17, minute=0))"
10,29/06/2019,Sat,19:00,r10_sat_20190629_1900,"r10_sat_20190629_1900 = GameTime(round= 10, when=datetime(year=2019, month=6, day=29, hour=19, minute=0))"
10,30/06/2019,Sun,08:30,r10_sun_20190630_0830,"r10_sun_20190630_0830 = GameTime(round= 10, when=datetime(year=2019, month=6, day=30, hour=8, minute=30))"
10,30/06/2019,Sun,10:00,r10_sun_20190630_1000,"r10_sun_20190630_1000 = GameTime(round= 10, when=datetime(year=2019, month=6, day=30, hour=10, minute=0))"
10,30/06/2019,Sun,11:30,r10_sun_20190630_1130,"r10_sun_20190630_1130 = GameTime(round= 10, when=datetime(year=2019, month=6, day=30, hour=11, minute=30))"
10,30/06/2019,Sun,13:00,r10_sun_20190630_1300,"r10_sun_20190630_1300 = GameTime(round= 10, when=datetime(year=2019, month=6, day=30, hour=13, minute=0))"
10,30/06/2019,Sun,15:00,r10_sun_20190630_1500,"r10_sun_20190630_1500 = GameTime(round= 10, when=datetime(year=2019, month=6, day=30, hour=15, minute=0))"
11,05/07/2019,Fri,18:00,r11_fri_20190705_1800,"r11_fri_20190705_1800 = GameTime(round= 11, when=datetime(year=2019, month=7, day=5, hour=18, minute=0))"
11,05/07/2019,Fri,19:30,r11_fri_20190705_1930,"r11_fri_20190705_1930 = GameTime(round= 11, when=datetime(year=2019, month=7, day=5, hour=19, minute=30))"
11,06/07/2019,Sat,08:30,r11_sat_20190706_0830,"r11_sat_20190706_0830 = GameTime(round= 11, when=datetime(year=2019, month=7, day=6, hour=8, minute=30))"
11,06/07/2019,Sat,10:00,r11_sat_20190706_1000,"r11_sat_20190706_1000 = GameTime(round= 11, when=datetime(year=2019, month=7, day=6, hour=10, minute=0))"
11,06/07/2019,Sat,11:30,r11_sat_20190706_1130,"r11_sat_20190706_1130 = GameTime(round= 11, when=datetime(year=2019, month=7, day=6, hour=11, minute=30))"
11,06/07/2019,Sat,13:00,r11_sat_20190706_1300,"r11_sat_20190706_1300 = GameTime(round= 11, when=datetime(year=2019, month=7, day=6, hour=13, minute=0))"
11,06/07/2019,Sat,15:00,r11_sat_20190706_1500,"r11_sat_20190706_1500 = GameTime(round= 11, when=datetime(year=2019, month=7, day=6, hour=15, minute=0))"
11,06/07/2019,Sat,17:00,r11_sat_20190706_1700,"r11_sat_20190706_1700 = GameTime(round= 11, when=datetime(year=2019, month=7, day=6, hour=17, minute=0))"
11,06/07/2019,Sat,19:00,r11_sat_20190706_1900,"r11_sat_20190706_1900 = GameTime(round= 11, when=datetime(year=2019, month=7, day=6, hour=19, minute=0))"
11,07/07/2019,Sun,08:30,r11_sun_20190707_0830,"r11_sun_20190707_0830 = GameTime(round= 11, when=datetime(year=2019, month=7, day=7, hour=8, minute=30))"
11,07/07/2019,Sun,10:00,r11_sun_20190707_1000,"r11_sun_20190707_1000 = GameTime(round= 11, when=datetime(year=2019, month=7, day=7, hour=10, minute=0))"
11,07/07/2019,Sun,11:30,r11_sun_20190707_1130,"r11_sun_20190707_1130 = GameTime(round= 11, when=datetime(year=2019, month=7, day=7, hour=11, minute=30))"
11,07/07/2019,Sun,13:00,r11_sun_20190707_1300,"r11_sun_20190707_1300 = GameTime(round= 11, when=datetime(year=2019, month=7, day=7, hour=13, minute=0))"
11,07/07/2019,Sun,15:00,r11_sun_20190707_1500,"r11_sun_20190707_1500 = GameTime(round= 11, when=datetime(year=2019, month=7, day=7, hour=15, minute=0))"
12,12/07/2019,Fri,18:00,r12_fri_20190712_1800,"r12_fri_20190712_1800 = GameTime(round= 12, when=datetime(year=2019, month=7, day=12, hour=18, minute=0))"
12,12/07/2019,Fri,19:30,r12_fri_20190712_1930,"r12_fri_20190712_1930 = GameTime(round= 12, when=datetime(year=2019, month=7, day=12, hour=19, minute=30))"
12,13/07/2019,Sat,08:30,r12_sat_20190713_0830,"r12_sat_20190713_0830 = GameTime(round= 12, when=datetime(year=2019, month=7, day=13, hour=8, minute=30))"
12,13/07/2019,Sat,10:00,r12_sat_20190713_1000,"r12_sat_20190713_1000 = GameTime(round= 12, when=datetime(year=2019, month=7, day=13, hour=10, minute=0))"
12,13/07/2019,Sat,11:30,r12_sat_20190713_1130,"r12_sat_20190713_1130 = GameTime(round= 12, when=datetime(year=2019, month=7, day=13, hour=11, minute=30))"
12,13/07/2019,Sat,13:00,r12_sat_20190713_1300,"r12_sat_20190713_1300 = GameTime(round= 12, when=datetime(year=2019, month=7, day=13, hour=13, minute=0))"
12,13/07/2019,Sat,15:00,r12_sat_20190713_1500,"r12_sat_20190713_1500 = GameTime(round= 12, when=datetime(year=2019, month=7, day=13, hour=15, minute=0))"
12,13/07/2019,Sat,17:00,r12_sat_20190713_1700,"r12_sat_20190713_1700 = GameTime(round= 12, when=datetime(year=2019, month=7, day=13, hour=17, minute=0))"
12,13/07/2019,Sat,19:00,r12_sat_20190713_1900,"r12_sat_20190713_1900 = GameTime(round= 12, when=datetime(year=2019, month=7, day=13, hour=19, minute=0))"
12,14/07/2019,Sun,08:30,r12_sun_20190714_0830,"r12_sun_20190714_0830 = GameTime(round= 12, when=datetime(year=2019, month=7, day=14, hour=8, minute=30))"
12,14/07/2019,Sun,10:00,r12_sun_20190714_1000,"r12_sun_20190714_1000 = GameTime(round= 12, when=datetime(year=2019, month=7, day=14, hour=10, minute=0))"
12,14/07/2019,Sun,11:30,r12_sun_20190714_1130,"r12_sun_20190714_1130 = GameTime(round= 12, when=datetime(year=2019, month=7, day=14, hour=11, minute=30))"
12,14/07/2019,Sun,13:00,r12_sun_20190714_1300,"r12_sun_20190714_1300 = GameTime(round= 12, when=datetime(year=2019, month=7, day=14, hour=13, minute=0))"
12,14/07/2019,Sun,15:00,r12_sun_20190714_1500,"r12_sun_20190714_1500 = GameTime(round= 12, when=datetime(year=2019, month=7, day=14, hour=15, minute=0))"
13,19/07/2019,Fri,18:00,r13_fri_20190719_1800,"r13_fri_20190719_1800 = GameTime(round= 13, when=datetime(year=2019, month=7, day=19, hour=18, minute=0))"
13,19/07/2019,Fri,19:30,r13_fri_20190719_1930,"r13_fri_20190719_1930 = GameTime(round= 13, when=datetime(year=2019, month=7, day=19, hour=19, minute=30))"
13,20/07/2019,Sat,08:30,r13_sat_20190720_0830,"r13_sat_20190720_0830 = GameTime(round= 13, when=datetime(year=2019, month=7, day=20, hour=8, minute=30))"
13,20/07/2019,Sat,10:00,r13_sat_20190720_1000,"r13_sat_20190720_1000 = GameTime(round= 13, when=datetime(year=2019, month=7, day=20, hour=10, minute=0))"
13,20/07/2019,Sat,11:30,r13_sat_20190720_1130,"r13_sat_20190720_1130 = GameTime(round= 13, when=datetime(year=2019, month=7, day=20, hour=11, minute=30))"
13,20/07/2019,Sat,13:00,r13_sat_20190720_1300,"r13_sat_20190720_1300 = GameTime(round= 13, when=datetime(year=2019, month=7, day=20, hour=13, minute=0))"
13,20/07/2019,Sat,15:00,r13_sat_20190720_1500,"r13_sat_20190720_1500 = GameTime(round= 13, when=datetime(year=2019, month=7, day=20, hour=15, minute=0))"
13,20/07/2019,Sat,17:00,r13_sat_20190720_1700,"r13_sat_20190720_1700 = GameTime(round= 13, when=datetime(year=2019, month=7, day=20, hour=17, minute=0))"
13,20/07/2019,Sat,19:00,r13_sat_20190720_1900,"r13_sat_20190720_1900 = GameTime(round= 13, when=datetime(year=2019, month=7, day=20, hour=19, minute=0))"
13,21/07/2019,Sun,08:30,r13_sun_20190721_0830,"r13_sun_20190721_0830 = GameTime(round= 13, when=datetime(year=2019, month=7, day=21, hour=8, minute=30))"
13,21/07/2019,Sun,10:00,r13_sun_20190721_1000,"r13_sun_20190721_1000 = GameTime(round= 13, when=datetime(year=2019, month=7, day=21, hour=10, minute=0))"
13,21/07/2019,Sun,11:30,r13_sun_20190721_1130,"r13_sun_20190721_1130 = GameTime(round= 13, when=datetime(year=2019, month=7, day=21, hour=11, minute=30))"
13,21/07/2019,Sun,13:00,r13_sun_20190721_1300,"r13_sun_20190721_1300 = GameTime(round= 13, when=datetime(year=2019, month=7, day=21, hour=13, minute=0))"
13,21/07/2019,Sun,15:00,r13_sun_20190721_1500,"r13_sun_20190721_1500 = GameTime(round= 13, when=datetime(year=2019, month=7, day=21, hour=15, minute=0))"
14,26/07/2019,Fri,18:00,r14_fri_20190726_1800,"r14_fri_20190726_1800 = GameTime(round= 14, when=datetime(year=2019, month=7, day=26, hour=18, minute=0))"
14,26/07/2019,Fri,19:30,r14_fri_20190726_1930,"r14_fri_20190726_1930 = GameTime(round= 14, when=datetime(year=2019, month=7, day=26, hour=19, minute=30))"
14,27/07/2019,Sat,08:30,r14_sat_20190727_0830,"r14_sat_20190727_0830 = GameTime(round= 14, when=datetime(year=2019, month=7, day=27, hour=8, minute=30))"
14,27/07/2019,Sat,10:00,r14_sat_20190727_1000,"r14_sat_20190727_1000 = GameTime(round= 14, when=datetime(year=2019, month=7, day=27, hour=10, minute=0))"
14,27/07/2019,Sat,11:30,r14_sat_20190727_1130,"r14_sat_20190727_1130 = GameTime(round= 14, when=datetime(year=2019, month=7, day=27, hour=11, minute=30))"
14,27/07/2019,Sat,13:00,r14_sat_20190727_1300,"r14_sat_20190727_1300 = GameTime(round= 14, when=datetime(year=2019, month=7, day=27, hour=13, minute=0))"
14,27/07/2019,Sat,15:00,r14_sat_20190727_1500,"r14_sat_20190727_1500 = GameTime(round= 14, when=datetime(year=2019, month=7, day=27, hour=15, minute=0))"
14,27/07/2019,Sat,17:00,r14_sat_20190727_1700,"r14_sat_20190727_1700 = GameTime(round= 14, when=datetime(year=2019, month=7, day=27, hour=17, minute=0))"
14,27/07/2019,Sat,19:00,r14_sat_20190727_1900,"r14_sat_20190727_1900 = GameTime(round= 14, when=datetime(year=2019, month=7, day=27, hour=19, minute=0))"
14,28/07/2019,Sun,08:30,r14_sun_20190728_0830,"r14_sun_20190728_0830 = GameTime(round= 14, when=datetime(year=2019, month=7, day=28, hour=8, minute=30))"
14,28/07/2019,Sun,10:00,r14_sun_20190728_1000,"r14_sun_20190728_1000 = GameTime(round= 14, when=datetime(year=2019, month=7, day=28, hour=10, minute=0))"
14,28/07/2019,Sun,11:30,r14_sun_20190728_1130,"r14_sun_20190728_1130 = GameTime(round= 14, when=datetime(year=2019, month=7, day=28, hour=11, minute=30))"
14,28/07/2019,Sun,13:00,r14_sun_20190728_1300,"r14_sun_20190728_1300 = GameTime(round= 14, when=datetime(year=2019, month=7, day=28, hour=13, minute=0))"
14,28/07/2019,Sun,15:00,r14_sun_20190728_1500,"r14_sun_20190728_1500 = GameTime(round= 14, when=datetime(year=2019, month=7, day=28, hour=15, minute=0))"
15,02/08/2019,Fri,18:00,r15_fri_20190802_1800,"r15_fri_20190802_1800 = GameTime(round= 15, when=datetime(year=2019, month=8, day=2, hour=18, minute=0))"
15,02/08/2019,Fri,19:30,r15_fri_20190802_1930,"r15_fri_20190802_1930 = GameTime(round= 15, when=datetime(year=2019, month=8, day=2, hour=19, minute=30))"
15,03/08/2019,Sat,08:30,r15_sat_20190803_0830,"r15_sat_20190803_0830 = GameTime(round= 15, when=datetime(year=2019, month=8, day=3, hour=8, minute=30))"
15,03/08/2019,Sat,10:00,r15_sat_20190803_1000,"r15_sat_20190803_1000 = GameTime(round= 15, when=datetime(year=2019, month=8, day=3, hour=10, minute=0))"
15,03/08/2019,Sat,11:30,r15_sat_20190803_1130,"r15_sat_20190803_1130 = GameTime(round= 15, when=datetime(year=2019, month=8, day=3, hour=11, minute=30))"
15,03/08/2019,Sat,13:00,r15_sat_20190803_1300,"r15_sat_20190803_1300 = GameTime(round= 15, when=datetime(year=2019, month=8, day=3, hour=13, minute=0))"
15,03/08/2019,Sat,15:00,r15_sat_20190803_1500,"r15_sat_20190803_1500 = GameTime(round= 15, when=datetime(year=2019, month=8, day=3, hour=15, minute=0))"
15,03/08/2019,Sat,17:00,r15_sat_20190803_1700,"r15_sat_20190803_1700 = GameTime(round= 15, when=datetime(year=2019, month=8, day=3, hour=17, minute=0))"
15,03/08/2019,Sat,19:00,r15_sat_20190803_1900,"r15_sat_20190803_1900 = GameTime(round= 15, when=datetime(year=2019, month=8, day=3, hour=19, minute=0))"
15,04/08/2019,Sun,08:30,r15_sun_20190804_0830,"r15_sun_20190804_0830 = GameTime(round= 15, when=datetime(year=2019, month=8, day=4, hour=8, minute=30))"
15,04/08/2019,Sun,10:00,r15_sun_20190804_1000,"r15_sun_20190804_1000 = GameTime(round= 15, when=datetime(year=2019, month=8, day=4, hour=10, minute=0))"
15,04/08/2019,Sun,11:30,r15_sun_20190804_1130,"r15_sun_20190804_1130 = GameTime(round= 15, when=datetime(year=2019, month=8, day=4, hour=11, minute=30))"
15,04/08/2019,Sun,13:00,r15_sun_20190804_1300,"r15_sun_20190804_1300 = GameTime(round= 15, when=datetime(year=2019, month=8, day=4, hour=13, minute=0))"
15,04/08/2019,Sun,15:00,r15_sun_20190804_1500,"r15_sun_20190804_1500 = GameTime(round= 15, when=datetime(year=2019, month=8, day=4, hour=15, minute=0))"